zone,year,population,water_supply_mgd,water_demand_mgd,groundwater_extraction_mgd,groundwater_recharge_mgd,energy_consumption_mu,solar_capacity_mw,renewable_share_percent,waste_generated_tpd,waste_processed_tpd,landfill_dependency_percent,green_space_sqkm,tree_cover_percent,built_up_density_percent,ghg_emissions_mtco2,transport_emissions_mtco2,waste_emissions_mtco2,sustainability_score
South-West,1835,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.083,42.13
South-West,1836,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.085,42.13
South-West,1837,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.087,42.13
South-West,1838,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.089,42.13
South-West,1839,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.091,42.13
South-West,1840,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.092,42.13
South-West,1841,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.094,42.13
South-West,1842,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.096,42.13
South-West,1843,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.098,42.13
South-West,1844,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.1,42.13
South-West,1845,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.102,42.13
South-West,1846,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.104,42.13
South-West,1847,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.105,42.13
South-West,1848,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.107,42.13
South-West,1849,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.109,42.13
South-West,1850,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.111,42.13
South-West,1851,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.113,42.13
South-West,1852,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.115,42.13
South-West,1853,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.117,42.13
South-West,1854,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.118,42.13
South-West,1855,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.12,42.13
South-West,1856,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.122,42.13
South-West,1857,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.124,42.13
South-West,1858,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.125,42.13
South-West,1859,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.125,42.13
South-West,1860,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.125,42.13
South-West,1861,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.125,42.13
South-West,1862,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.125,42.13
South-West,1863,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.125,42.13
South-West,1864,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.125,42.13
South-West,1865,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.125,42.13
South-West,1866,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.125,42.13
South-West,1867,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.125,42.13
South-West,1868,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.125,42.13
South-West,1869,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.125,42.13
South-West,1870,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.125,42.13
South-West,1871,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.125,42.13
South-West,1872,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.125,42.13
South-West,1873,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.125,42.13
South-West,1874,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.125,42.13
South-West,1875,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.125,42.13
South-West,1876,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.125,42.13
South-West,1877,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.125,42.13
South-West,1878,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.125,42.13
South-West,1879,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.125,42.13
South-West,1880,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.125,42.13
South-West,1881,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.125,42.13
South-West,1882,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.125,42.13
South-West,1883,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.125,42.13
South-West,1884,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.125,42.13
South-West,1885,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.125,42.13
South-West,1886,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.125,42.13
South-West,1887,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.125,42.13
South-West,1888,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.125,42.13
South-West,1889,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.125,42.13
South-West,1890,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.125,42.13
South-West,1891,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.125,42.13
South-West,1892,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.125,42.13
South-West,1893,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.125,42.13
South-West,1894,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.125,42.13
South-West,1895,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.125,42.13
South-West,1896,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.125,42.13
South-West,1897,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.125,42.13
South-West,1898,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.125,42.13
South-West,1899,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.125,42.13
South-West,1900,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.125,42.13
South-West,1901,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.125,42.13
South-West,1902,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.125,42.13
South-West,1903,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.125,42.13
South-West,1904,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.125,42.13
South-West,1905,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.125,42.13
South-West,1906,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.125,42.13
South-West,1907,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.125,42.13
South-West,1908,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.125,42.13
South-West,1909,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.125,42.13
South-West,1910,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.125,42.13
South-West,1911,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.125,42.13
South-West,1912,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.125,42.13
South-West,1913,300000,16.0,16.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.125,42.13
South-West,1914,300000,17.0,17.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.125,42.13
South-West,1915,300000,18.0,18.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.125,42.13
South-West,1916,300000,19.0,19.6,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.125,42.13
South-West,1917,300000,20.0,20.6,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.125,42.13
South-West,1918,300000,21.0,21.6,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.125,42.13
South-West,1919,300000,22.0,22.7,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.125,42.13
South-West,1920,300000,23.0,23.7,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.125,42.13
South-West,1921,300000,24.0,24.7,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.125,42.13
South-West,1922,300000,25.0,25.8,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.17,3.5,20.0,0.5,0.06,0.125,42.16
South-West,1923,300000,26.0,26.8,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.37,3.5,20.0,0.5,0.06,0.125,42.19
South-West,1924,300000,27.0,27.8,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.56,3.5,20.0,0.5,0.06,0.125,42.23
South-West,1925,300000,28.0,28.8,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.76,3.5,20.0,0.5,0.06,0.125,42.27
South-West,1926,300000,29.0,29.9,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.96,3.5,20.0,0.5,0.06,0.125,42.3
South-West,1927,300000,30.0,30.9,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,2.16,3.5,20.0,0.5,0.06,0.125,42.34
South-West,1928,300000,31.0,31.9,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,2.35,3.5,20.0,0.5,0.06,0.125,42.37
South-West,1929,300000,32.0,33.0,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,2.55,3.5,20.0,0.5,0.06,0.125,42.41
South-West,1930,300000,33.0,34.0,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,2.75,3.5,20.0,0.5,0.06,0.125,42.44
South-West,1931,300000,34.0,35.0,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,2.94,3.5,20.0,0.5,0.06,0.125,42.48
South-West,1932,300000,35.0,36.1,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,3.14,3.5,20.0,0.5,0.06,0.125,42.51
South-West,1933,300000,36.0,37.1,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,3.34,3.5,20.0,0.5,0.06,0.125,42.55
South-West,1934,300000,37.0,38.1,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,3.54,3.5,20.0,0.5,0.06,0.125,42.58
South-West,1935,300000,38.0,39.1,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,3.73,3.5,20.0,0.5,0.06,0.125,42.62
South-West,1936,300000,39.0,40.2,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,3.93,3.5,20.0,0.5,0.06,0.125,42.66
South-West,1937,300000,40.0,41.2,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,4.13,3.5,20.0,0.5,0.06,0.125,42.69
South-West,1938,300000,41.0,42.2,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,4.33,3.5,20.0,0.5,0.06,0.125,42.73
South-West,1939,300000,42.0,43.3,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,4.52,3.5,20.0,0.5,0.06,0.125,42.76
South-West,1940,300000,43.0,44.3,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,4.72,3.5,20.0,0.5,0.06,0.125,42.8
South-West,1941,300000,44.0,45.3,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,4.92,3.5,20.0,0.5,0.06,0.125,42.83
South-West,1942,300000,45.0,46.4,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,5.12,3.5,20.0,0.5,0.06,0.125,42.87
South-West,1943,300000,46.0,47.4,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,5.31,3.5,20.0,0.5,0.06,0.125,42.9
South-West,1944,300000,47.0,48.4,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,5.51,3.5,20.0,0.5,0.06,0.125,42.94
South-West,1945,300000,48.0,49.4,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,5.71,3.5,20.0,0.5,0.06,0.125,42.98
South-West,1946,300000,49.0,50.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,5.91,3.5,20.0,0.5,0.06,0.125,43.01
South-West,1947,300000,50.0,51.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,6.1,3.5,20.0,0.5,0.06,0.125,43.05
South-West,1948,300000,51.0,52.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,6.3,3.5,20.0,0.5,0.06,0.125,43.08
South-West,1949,300000,52.0,53.6,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,6.5,3.5,20.0,0.5,0.06,0.125,43.12
South-West,1950,300000,53.0,54.6,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,6.69,3.5,20.0,0.5,0.06,0.125,43.15
South-West,1951,300000,54.0,55.6,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,6.89,3.5,20.0,0.5,0.06,0.125,43.19
South-West,1952,300000,55.0,56.7,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,7.09,3.5,20.0,0.5,0.06,0.125,43.22
South-West,1953,300000,56.0,57.7,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,7.29,3.5,20.0,0.5,0.06,0.125,43.26
South-West,1954,300000,57.0,58.7,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,7.48,3.5,20.0,0.5,0.06,0.125,43.3
South-West,1955,300000,58.0,59.7,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,7.68,3.5,20.0,0.5,0.06,0.125,43.33
South-West,1956,300000,59.0,60.8,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,7.88,3.5,20.0,0.5,0.06,0.125,43.37
South-West,1957,300000,60.0,61.8,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,8.08,3.5,20.0,0.5,0.06,0.125,43.4
South-West,1958,300000,61.0,62.8,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,8.27,3.5,20.0,0.5,0.06,0.125,43.44
South-West,1959,300000,62.0,63.9,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,8.47,3.5,20.0,0.5,0.06,0.125,43.47
South-West,1960,350000,63.0,64.9,2.0,2.0,250.0,1.0,0.2,80.0,6.4,90.0,7.74,4.0,24.0,0.6,0.08,0.144,43.88
South-West,1961,350000,64.0,65.9,2.0,2.0,250.0,1.0,0.2,80.0,6.4,90.0,7.95,4.0,24.0,0.6,0.08,0.144,43.92
South-West,1962,350000,65.0,66.9,2.0,2.0,250.0,1.0,0.2,80.0,6.4,90.0,8.17,4.0,24.0,0.6,0.08,0.144,43.96
South-West,1963,350000,66.0,68.0,2.0,2.0,250.0,1.0,0.2,80.0,6.4,90.0,8.38,4.0,24.0,0.6,0.08,0.144,44.0
South-West,1964,350000,67.0,69.0,2.0,2.0,250.0,1.0,0.2,80.0,6.4,90.0,8.6,4.0,24.0,0.6,0.08,0.144,44.04
South-West,1965,350000,68.0,70.0,2.0,2.0,250.0,1.0,0.2,80.0,6.4,90.0,8.81,4.0,24.0,0.6,0.08,0.144,44.08
South-West,1966,350000,69.0,71.1,2.0,2.0,250.0,1.0,0.2,80.0,6.4,90.0,9.03,4.0,24.0,0.6,0.08,0.144,44.12
South-West,1967,350000,70.0,72.1,2.0,2.0,250.0,1.0,0.2,80.0,6.4,90.0,9.24,4.0,24.0,0.6,0.08,0.144,44.15
South-West,1968,350000,71.0,73.1,2.0,2.0,250.0,1.0,0.2,80.0,6.4,90.0,9.46,4.0,24.0,0.6,0.08,0.144,44.19
South-West,1969,350000,72.0,74.2,2.0,2.0,250.0,1.0,0.2,80.0,6.4,90.0,9.67,4.0,24.0,0.6,0.08,0.144,44.23
South-West,1970,350000,73.0,75.2,2.0,2.0,250.0,1.0,0.2,80.0,6.4,90.0,9.89,4.0,24.0,0.6,0.08,0.144,44.27
South-West,1971,350000,74.0,76.2,2.0,2.0,250.0,1.0,0.2,80.0,6.4,90.0,10.1,4.0,24.0,0.678,0.08,0.163,44.19
South-West,1972,350000,75.0,77.2,2.0,2.0,250.0,1.0,0.2,80.0,6.4,90.0,10.32,4.0,24.0,0.812,0.08,0.195,44.01
South-West,1973,350000,76.0,78.3,2.0,2.0,250.0,1.0,0.2,80.0,6.4,90.0,10.53,4.0,24.0,0.968,0.08,0.232,43.81
South-West,1974,350000,77.0,79.3,2.0,2.0,250.0,1.0,0.2,80.0,6.4,90.0,10.75,4.0,24.0,1.112,0.08,0.267,43.62
South-West,1975,350000,78.0,80.3,2.0,2.0,250.0,1.0,0.2,80.0,6.4,90.0,10.96,4.0,24.0,1.2,0.08,0.288,43.52
South-West,1976,350000,79.0,81.4,2.0,2.0,250.0,1.0,0.2,80.0,6.4,90.0,11.18,4.26,24.0,1.364,0.08,0.327,43.46
South-West,1977,350000,80.0,82.4,2.0,2.0,250.0,1.0,0.2,80.0,6.4,90.0,11.39,4.7,24.0,1.458,0.08,0.35,43.61
South-West,1978,350000,81.0,83.4,2.0,2.0,250.0,1.0,0.2,80.0,6.4,90.0,11.61,5.14,24.0,1.485,0.08,0.356,43.87
South-West,1979,370000,82.0,84.5,2.0,2.0,250.0,1.0,0.2,80.0,6.4,90.0,11.82,5.58,24.0,1.67,0.08,0.401,43.88
South-West,1980,440000,83.0,85.5,2.0,2.0,250.0,1.0,0.2,80.0,6.4,90.0,12.04,6.01,24.0,1.753,0.08,0.421,44.05
South-West,1981,510000,84.0,86.5,2.0,2.0,250.0,1.0,0.2,80.0,6.4,90.0,12.25,6.45,24.0,1.794,0.08,0.431,44.28
South-West,1982,580000,85.0,87.5,2.0,2.0,250.0,1.0,0.2,80.0,6.4,90.0,12.47,6.89,25.0,1.878,0.08,0.451,44.45
South-West,1983,650000,86.0,88.6,3.0,2.9,250.0,1.0,0.2,90.0,7.2,90.0,12.68,7.32,26.0,1.955,0.08,0.469,44.63
South-West,1984,720000,87.0,89.6,4.0,3.9,250.0,1.0,0.2,120.0,9.6,90.0,12.9,7.76,27.0,2.103,0.08,0.505,44.7
South-West,1985,790000,88.0,90.6,5.0,4.9,250.0,1.0,0.2,150.0,12.0,90.0,13.11,8.2,28.0,2.191,0.08,0.526,44.86
South-West,1986,860000,89.0,91.7,6.0,5.9,320.0,1.0,0.2,180.0,14.4,90.0,13.32,8.64,29.0,2.24,0.08,0.538,45.09
South-West,1987,930000,90.0,92.7,7.0,6.9,440.0,1.0,0.2,210.0,16.8,90.0,13.54,9.07,30.0,2.333,0.08,0.56,45.24
South-West,1988,1000000,91.0,93.7,8.0,7.8,560.0,1.0,0.2,240.0,19.2,90.0,13.75,9.51,31.0,2.44,0.08,0.586,45.38
South-West,1989,1070000,92.0,94.8,9.0,8.8,680.0,1.0,0.2,270.0,21.6,90.0,13.97,9.95,32.0,2.529,0.08,0.607,45.54
South-West,1990,1140000,93.0,95.8,10.0,9.8,800.0,1.0,0.2,300.0,24.0,90.0,14.18,10.39,33.0,2.629,0.08,0.631,45.68
South-West,1991,1210000,94.0,96.8,11.0,10.8,920.0,1.0,0.2,330.0,26.4,90.0,14.5,10.91,34.0,2.671,0.08,0.641,45.99
South-West,1992,1280000,95.0,97.8,12.0,11.8,1040.0,1.0,0.2,360.0,28.8,90.0,14.66,11.3,35.0,2.746,0.08,0.659,46.13
South-West,1993,1350000,96.0,98.9,13.0,12.7,1160.0,1.0,0.2,390.0,31.2,90.0,15.18,12.03,36.0,2.822,0.08,0.677,46.54
South-West,1994,1420000,97.0,99.9,14.0,13.7,1280.0,1.0,0.2,420.0,33.6,90.0,15.68,12.76,37.0,2.946,0.096,0.688,46.88
South-West,1995,1490000,98.0,100.9,15.0,14.7,1400.0,1.0,0.2,450.0,36.0,90.0,15.65,12.97,38.0,3.133,0.196,0.687,46.7
South-West,1996,1560000,99.0,102.0,16.0,15.7,1520.0,1.0,0.2,480.0,38.4,90.0,15.57,13.11,39.0,3.336,0.301,0.688,46.45
South-West,1997,1630000,100.0,103.0,17.0,16.7,1640.0,1.0,0.2,510.0,40.8,90.0,15.68,13.43,40.0,3.435,0.401,0.672,46.51
South-West,1998,1700000,101.0,104.0,18.0,17.6,1760.0,1.0,0.2,540.0,43.2,90.0,16.08,14.08,41.0,3.48,0.494,0.648,46.9
South-West,1999,1770000,102.0,105.1,19.0,18.6,1880.0,1.0,0.2,570.0,45.6,90.0,16.33,14.55,42.0,3.467,0.575,0.617,47.24
South-West,2000,1840000,103.0,106.1,20.0,19.6,2000.0,1.0,0.2,600.0,48.0,90.0,16.1,14.5,43.0,3.598,0.676,0.606,46.97
South-West,2001,1910000,104.0,107.1,21.0,20.6,2120.0,1.0,0.2,630.0,50.4,90.0,16.16,14.76,44.0,3.724,0.777,0.595,46.94
South-West,2002,1980000,105.0,108.1,22.0,21.6,2240.0,1.0,0.2,660.0,52.8,90.0,16.22,15.01,45.0,3.777,0.864,0.574,47.01
South-West,2003,2050000,106.0,109.2,23.0,22.5,2360.0,1.0,0.2,690.0,55.2,90.0,16.39,15.39,46.0,4.021,0.99,0.575,46.88
South-West,2004,2120000,107.0,110.2,24.0,23.5,2480.0,1.0,0.2,720.0,57.6,90.0,16.47,15.65,47.0,4.249,1.118,0.573,46.7
South-West,2005,2190000,108.0,111.2,25.0,24.5,2600.0,1.0,0.2,750.0,60.0,90.0,16.34,15.67,48.0,4.365,1.221,0.558,46.51
South-West,2006,2260000,109.0,112.3,26.0,25.5,2720.0,1.0,0.2,780.0,62.4,90.0,16.53,16.06,49.0,4.39,1.301,0.535,46.73
South-West,2007,2330000,110.0,113.3,27.0,26.5,2840.0,1.0,0.2,810.0,64.8,90.0,16.91,16.68,50.0,4.64,1.44,0.533,46.78
South-West,2008,2400000,111.0,114.3,28.0,27.4,2960.0,1.0,0.2,840.0,67.2,90.0,17.06,17.02,51.0,4.872,1.578,0.527,46.65
South-West,2009,2470000,112.0,115.4,29.0,28.4,3080.0,1.0,0.2,870.0,69.6,90.0,17.17,17.31,52.0,4.73,1.607,0.492,47.06
South-West,2010,2540000,113.0,116.4,30.0,29.4,3200.0,1.0,0.2,900.0,72.0,90.0,16.88,17.09,53.0,4.877,1.719,0.48,46.65
